Image Source,Price,Name,Year,Kilometers,City
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMTU5NDk1L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjQ0MTM2NjkyNzcyLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 53.199","Hyundai Hb20 COMFORT PLUS","2018","67.605 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMTU5MTk5L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjQ0MzMxMjg5MTQ0LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 53.299","Honda Fit EX","2013","111.176 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMTU3NTYzL0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjg4MDg0NDQxNzAyLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 90.499","Honda Accord EX V6","2015","103.764 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMTU3MTcwL0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjQyODA0ODUyNTUyLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 108.999","Honda Civic TURBO TOURING","2017","80.790 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMTU2NzYyL0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjQ2NDIwMjAyNzc1LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 36.299","Volkswagen Voyage MI CITY","2014","84.192 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMTU2MTY0L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjg5ODc5NzQwODU3LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 32.699","Fiat Uno EVO VIVACE","2014","94.580 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMTU1NjI3L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjg3Mzc2NDM5MDE2LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 97.199","Volkswagen Jetta 250 TSI TOTAL COMFORTLINE","2019","50.932 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMTQ5Mzk2L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjM5NDg5NzM3MDAwLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 77.199","Mitsubishi ASX AUTOMATICO GASOLINA","2016","86.091 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMTQ3MzM0L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjM5NDgyNzcwNDY4LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 76.599","Chevrolet Spin ACTIV7","2019","78.989 km","Rio de Janeiro"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMTQ1NzI1L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjM5MDU0OTk5NDQwMy5qcGciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 58.899","Ford Eco Sport FREESTYLE PLUS","2015","50.640 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMTQzODM1L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjM4MTgyMDIzNDMyLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 104.299","Volkswagen T-Cross 200 TSI TOTAL","2020","17.869 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMTMyMTI0L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjM3MDAxNDcwMjY5NS5qcGciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 47.799","Honda Civic LXL SE","2011","89.612 km","Rio de Janeiro"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMTIzMTIwL0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjg1NzM0NDIzMzA1LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 77.599","Chevrolet Cruze TURBO LT","2017","63.385 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMTE1ODQ3L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjMzOTU2NDE5NTM2OS5qcGciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 36.599","Chevrolet Agile MPFI LTZ","2013","70.793 km","São Paulo"
