Image Source,Price,Name,Year,Kilometers,City
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMjI5NTQ5L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjc2NjgxMjEyNjE1LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 55.399","Ford Ka TI-VCT  SE SEDAN","2020","45.642 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMjI5Mzg5L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjc1OTAyMjAxODQyLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 41.699","Volkswagen Up MPI HIGH UP","2014","79.648 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMjI5MDcwL0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjcyNzg1Njg1NDc2LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 108.399","Honda Civic ONE EX","2019","54.299 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMjI5MDU4L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjczOTgzMDM0MTUyLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 79.899","Jeep Renegade SPORT","2019","55.802 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMjI5MDU3L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjczMDM2NDI2OTE1LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 62.099","Renault Sandero SANDERO STEPWAY Zen  Mec","2020","54.572 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMjI4NDg2L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjc0MDY4Nzg3MjgxLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 69.499","Fiat Argo E.TORQ HGT","2018","55.548 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMjI4MjgwL0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjc0MDY2ODQ2MzIyLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 101.299","Honda Hr-V EX","2018","28.701 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMjI4MDk4L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjc0MDY4MTUyMjgxLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 128.599","Land Rover Range Rover Evoque PURE TECH 4WD","2014","45.866 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMjI4MDY0L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjczNDY4Njc2NzgzLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 97.799","Renault Captur BOSE","2021","22.000 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMjI4MDU5L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjg0Mjc5Mjc3ODg4LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 44.799","Volkswagen Space Cross MI","2013","87.546 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMjI3ODYzL0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjc2NDAzMzA2NTM0LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 43.699","Renault Kwid SCE ZEN","2019","71.854 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMjI3ODMyL0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjcyOTQwNDM2MDAxLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 103.599","Volkswagen T-Cross 200 TSI TOTAL COMFORTLINE","2020","45.861 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMjI3NzAyL0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjczNDg1MzM2MDY0LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 65.899","Ford Ka TI-VCT  SE PLUS SEDAN","2020","40.133 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMjI3MTMzL0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjc4OTI1MTg3ODYxLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 118.099","Audi A3 TFSI SEDAN PRESTIGE","2019","23.194 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMjI2MTA4L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjcyNDQ1MTY3OTEzLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 74.399","Honda Fit LX","2018","60.554 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMjI1OTIwL0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjcyMDc3NzkwNTU5LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 92.499","Hyundai Creta SPORT","2018","39.974 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMjI1MzUzL0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjcxNTc3MDg0MTk1LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 81.899","Volkswagen Virtus 200 TSI COMFORTLINE","2020","34.589 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMjI1MzQ0L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjcyODcyMDAyNTYwLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 125.699","Chevrolet Cruze LTZ","2022","11.839 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMjI1MzMxL0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjcwODcyODgzMzM4LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 88.799","Volkswagen Polo 200 TSI HIGHLINE","2020","34.739 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMjI0ODcyL0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjcyMDc2NzkwMjgxLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 39.399","Volkswagen Voyage MI TRENDLINE","2014","82.581 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMjI0NTk0L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjcwODgzNDUzNDI5LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 140.099","Volkswagen Tiguan 250 TSI TOTAL COMFORTLINE","2019","45.497 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMjIzMDU2L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjc3MzU3OTI5MTA5LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 65.599","Peugeot 2008 GRIFFE","2017","57.888 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMjIyODk2L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjY5NDkxMTAxNDYzLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 91.499","Mitsubishi ASX AUTOMATICO FLEX","2018","44.265 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMjIyNTY3L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjcxMjgzNTAzODE4LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 94.599","Chery Tiggo 3x iFLEX PRO","2022","6.393 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMjE0MzY5L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjY4NzE3ODI4NzU3LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 52.799","Volkswagen Gol MSI TOTAL","2019","47.839 km","São Paulo"
