Image Source,Price,Name,Year,Kilometers,City
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMjMxOTEyL0VYVEVSSU9SLWZyb250U2lkZVBpbG90RGlzdGFuY2UtMTY3NTk1MjI0Mzg4NS5qcGVnIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjo1NDAsImhlaWdodCI6MzEwfX19","R$ 52.399","Ford Ka TIVCT SE SEDAN","2019","62.765 km","Minas Gerais"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMjMwMjUzL0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjg5NTk4NjQ5NTIyLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 68.599","Ford Eco Sport TI-VCT SE","2018","68.064 km","Minas Gerais"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMjA4OTcyL0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjcxMzAxMzIyMzkxLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 90.299","Renault Sandero STEPWAY ICONIC","2022","5.426 km","Minas Gerais"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMTk4NDU0L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjYwNTg0MzgxODcxLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 119.499","Chery Tiggo 7 VVT TURBO I TXS DCT","2020","24.500 km","Minas Gerais"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMTYzNzk4L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjQ0MzAxMDM2NDMyLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 40.699","Volkswagen Gol MI CITY","2015","98.790 km","Minas Gerais"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMTYxODQ5L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjQ0MDA3MjMzNzY2LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 56.199","Hyundai Tucson MPFI GLS 2WD","2015","103.810 km","Minas Gerais"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMTUzMjY2L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjUzOTIyMDEyODgzLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 89.594","Jeep Renegade TURBO LONGITUDE","2017","96.750 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMTUzMjU3L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjQ0MTA5MTYzMDk3LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 83.066","Chevrolet Tracker TURBO PREMIER","2018","72.085 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMTUyOTE5L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjQwMjE3NzY3MDYxLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 86.476","Volkswagen Golf TSI VARIANT COMFORTLINE","2016","41.801 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMTQ4NTI2L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjM5MjE1MzE1MjA0LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 88.599","Honda Hr-V TOURING","2017","92.500 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMTQ3NDE3L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjQ2Mzg3ODM4NzA3LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 66.814","Jeep Renegade SPORT","2018","69.250 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMTQ2NDc1L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjM4NzkzMzA0MzUxNC5qcGciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 66.054","Jeep Renegade SPORT","2017","69.822 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMTQ2Mzk3L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjQzNDQ1NzE0NTE2LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 78.693","Fiat Toro EVO FREEDOM","2017","100.865 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMTQ1NjU4L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjM5NjA5MzQ5NDU0LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 145.197","Bmw X1 TURBO ACTIVE SDRIVE20I","2019","53.700 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMTQ0MjQ2L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjM4NTUyMjEwMDAxOC5qcGciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 56.599","Fiat Argo FIREFLY DRIVE","2020","29.843 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMTQzODQ0L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjM4NDgwNTMwMzc4OS5qcGciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 78.377","Nissan Kicks START SL","2017","80.482 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMTQxMTEyL0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjQxMzk5MDM0NjI2LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 80.267","Hyundai Creta ATTITUDE","2018","27.600 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMTM4ODc0L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjM4Mjc4OTE5MzE0OS5qcGciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 147.753","Bmw X1 TURBO ACTIVE SDRIVE20I","2019","56.939 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMTM4NDY4L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjM3OTczNzcxNzQ2OC5qcGciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 56.399","Ford Fiesta TITANIUM HATCH","2016","57.120 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMTMxMTA1L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjM3MjQ4MTAzMzk0MC5qcGciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 72.699","Toyota Corolla GLI","2017","94.624 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMTMwOTYzL0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjM3MDYzODQ1ODI0Ny5qcGciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 73.499","Honda Hr-V LX","2016","104.159 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMTI5MTI5L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjM3MzI1MTg1MDY1OS5qcGciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 116.494","Mini Cooper S TOP TURBO","2018","76.258 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMTI4NDU0L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjM3MjQwNDQ0NzMxNS5qcGciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 67.713","Jeep Renegade LONGITUDE","2016","82.999 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMTI4NDQ5L0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjM3NzYzNTUxODA0OC5qcGciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 57.572","Mitsubishi Lancer HL","2017","92.210 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMTI3NDUxL0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjM2MzkyMDcxNzMwMy5qcGciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 92.891","Honda Civic ONE EX","2017","60.508 km","São Paulo"
"https://images.prd.kavak.io/eyJidWNrZXQiOiJrYXZhay1pbWFnZXMiLCJrZXkiOiJpbWFnZXMvMTI3MDIwL0VYVEVSSU9SLWZyb250U2lkZVBpbG90TmVhci0xNjM1NTUzMTU5NTY5Ni5qcGciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjU0MCwiaGVpZ2h0IjozMTB9fX0=","R$ 67.313","Jeep Renegade LONGITUDE","2016","87.383 km","São Paulo"
